sitename2,range,column,planter_seed_drop,seedling_emergence_rate,emergence_count,canopy_height,canopy_height_diff,leaf_angle_mean,leaf_angle_mean_slope,leaf_angle_chi,leaf_angle_chi_slope,leaf_angle_beta,leaf_angle_beta_slope,leaf_angle_alpha,leaf_angle_alpha_slope,plant_basal_tiller_number,stem_elongated_internodes_number_slope,canopy_cover,stand_count,stalk_diameter_minor_axis,stalk_diameter_major_axis,leaf_width,leaf_length,leaf_desiccation_present,aboveground_dry_biomass
MAC Field Scanner Season 4 Range 12 Column 9,12,9,80.5,0.801625,63.5,244,4.083333333333333,0.5042429773698889,NA,1.5010849747311112,NA,1.5933148221766666,NA,1.5635835260333333,NA,NA,NA,34.35,25.5,NA,NA,NA,NA,0,21660
MAC Field Scanner Season 4 Range 12 Column 10,12,10,73.5,NA,NA,165,15.5,0.4106282741869333,-0.003436947863997125,2.05446715605,0.02162058280353248,1.6197946431733332,0.005681395114728928,2.801211840165333,0.05415843004356438,NA,NA,NA,23.5,NA,NA,NA,NA,0,23830
MAC Field Scanner Season 4 Range 12 Column 12,12,12,76,NA,NA,204,11.083333333333334,0.40071088458154547,-0.004968817012429678,2.0702081680263635,0.024287713095055206,1.667633046421818,0.010281746834200519,2.9042320128836363,0.07813187271506634,NA,NA,NA,25,NA,NA,NA,NA,0,26620
MAC Field Scanner Season 4 Range 12 Column 13,12,13,73.5,0.912125,67,224,11.083333333333334,0.41812419536141665,0.0021351404975250067,1.9040362545166667,-0.004491674164220672,1.9328144924258333,-0.02137292794312283,3.075463348034167,-0.05239405853827395,NA,NA,NA,24,NA,NA,NA,NA,0,26520
MAC Field Scanner Season 4 Range 12 Column 14,12,14,61,NA,NA,117,11.083333333333334,0.43251384071725,NA,1.83779160522875,NA,1.7107810282012499,NA,2.45755262938375,NA,NA,NA,NA,25,NA,NA,NA,NA,0,15130
MAC Field Scanner Season 4 Range 13 Column 2,13,2,66.5,0.856625,55.666666666666664,148,11.083333333333334,0.3779539869232143,-0.0016704109801838284,2.1447586757607144,0.014969257854404748,2.0396217563492858,-0.006689494711745425,4.065619883739286,0.02010611054463097,NA,NA,NA,26.5,NA,NA,NA,NA,0,45400
MAC Field Scanner Season 4 Range 13 Column 5,13,5,47.5,NA,NA,213,11.083333333333334,0.4062305442987857,-7.730303799641164e-4,1.9615570636892856,0.008355606201908934,1.9355576886699999,-0.006570780271180616,3.199258757405,0.009353717610471397,NA,NA,NA,27.5,NA,NA,NA,NA,0,8775
MAC Field Scanner Season 4 Range 13 Column 9,13,9,86,NA,NA,149,15.5,0.43670787452242854,-0.002067875424298912,1.845067560022143,0.01298756530245322,1.820471820975,0.011609687689195432,2.7897324284435716,0.05843118704501253,NA,NA,NA,23.5,NA,NA,NA,NA,0,17530
MAC Field Scanner Season 4 Range 13 Column 10,13,10,72,NA,NA,184,11.083333333333334,0.41209989927072727,8.352819609765769e-5,1.899986413818182,0.0012345350039412895,1.9603605537972728,-0.0039213536597409145,3.0702180581936362,-0.005927455673980896,NA,NA,NA,26,NA,NA,NA,NA,0,29310
MAC Field Scanner Season 4 Range 13 Column 12,13,12,69,NA,NA,141,11.083333333333334,0.3654713715717,NA,2.265329936442,NA,1.778713102555,NA,3.492215085554,NA,NA,NA,NA,25,NA,NA,NA,NA,0,16450
MAC Field Scanner Season 4 Range 13 Column 13,13,13,73,NA,NA,163,15.5,0.39234526916016665,7.846349382300444e-4,2.0508980460866666,2.1416331763417238e-5,1.9949425592108334,-0.013336002680072588,3.60987213542,-0.026117113812119112,NA,NA,NA,25,NA,NA,NA,NA,0,18720
MAC Field Scanner Season 4 Range 14 Column 3,14,3,57.5,NA,NA,171,11.083333333333334,0.39506315795184616,-4.292649288903618e-4,1.9874413663738462,0.006558260029526242,1.9415772589138462,-0.01596136393138749,3.20109304973,-0.01461269611270934,NA,NA,NA,28.5,NA,NA,NA,NA,0,20780
MAC Field Scanner Season 4 Range 14 Column 4,14,4,74,NA,NA,133,11.083333333333334,0.3997171364560769,-6.039238676086677e-4,2.0406571267999998,0.005990769458978528,1.7509966917553845,-0.008400066053654131,2.958183272973077,-0.003428981178875719,NA,NA,NA,29.5,NA,NA,NA,NA,0,21730
MAC Field Scanner Season 4 Range 14 Column 5,14,5,69.5,NA,NA,150,11.083333333333334,0.4172856621907857,6.596148896140413e-4,1.9200583047057143,-0.0015743160150805736,1.9468127563064286,-0.007547854813717584,3.1883676351928574,-0.01964631939415335,NA,NA,NA,28,NA,NA,NA,NA,0,32520
MAC Field Scanner Season 4 Range 14 Column 7,14,7,71.5,NA,NA,136,11.083333333333334,0.4088103786075455,-4.2311440899849066e-4,1.9219733112418182,0.0027554222048044373,1.8287949703590909,-0.00613931626995637,2.8135316879663637,-0.007830226113549036,NA,NA,NA,24.5,NA,NA,NA,NA,0,7152
MAC Field Scanner Season 4 Range 14 Column 10,14,10,72.5,NA,NA,150,15.5,0.4183382377653636,2.9824940982088843e-4,1.9299320130845454,-0.0014153331487969632,1.6896753153063635,-5.885809588218288e-4,2.6285000188245453,-0.01743051194522733,NA,NA,NA,25,NA,NA,NA,NA,0,13680
MAC Field Scanner Season 4 Range 14 Column 11,14,11,21,NA,NA,157,15.5,0.37025422833925,0.0012091532933137682,2.116439261685,-0.004623559601696527,2.0333134786050002,-0.005657595564068864,3.81477675957125,-0.03513933983449209,NA,NA,NA,12,NA,NA,NA,NA,0,20780
MAC Field Scanner Season 4 Range 14 Column 12,14,12,69.5,NA,NA,105,11.083333333333334,0.4094029860152308,-0.002222248962145716,2.006190967600769,0.012377681875955858,1.78604736815,-0.001661924413311862,3.041069327543077,0.02612633774816794,NA,NA,NA,26.5,NA,NA,NA,NA,0,13390
MAC Field Scanner Season 4 Range 14 Column 13,14,13,65,NA,NA,158,11.083333333333334,0.37847143024950003,NA,2.081906445876,NA,1.914581566167,NA,3.404417855559,NA,NA,NA,NA,22,NA,NA,NA,NA,0,21420
MAC Field Scanner Season 4 Range 14 Column 14,14,14,72.5,NA,NA,142,11.083333333333334,0.4227753228269286,0.005398907325279629,1.9091621051585714,-0.019337060625152704,1.7941025195814286,-0.041363006241655245,2.9495887830500003,-0.13120504900374813,NA,NA,NA,24.5,NA,NA,NA,NA,0,18340
MAC Field Scanner Season 4 Range 14 Column 15,14,15,72,NA,NA,225,11.083333333333334,0.4393931148245833,0.0024571768983192794,1.7764523842,-0.008261157000670982,1.9467616383508333,-0.024307803047171256,2.7925331314616666,-0.06513290476952067,NA,NA,NA,24.5,NA,NA,NA,NA,0.8,30060
MAC Field Scanner Season 4 Range 15 Column 3,15,3,75.5,NA,NA,123,15.5,0.4241842183362941,0.0022260480025276534,1.8778147104041176,-0.006300232399381055,1.8737502301911764,-0.023181251696237627,2.9650023614070586,-0.05949751042973958,NA,NA,NA,32,NA,NA,NA,NA,0,14550
MAC Field Scanner Season 4 Range 15 Column 4,15,4,74.5,NA,NA,136,15.5,0.41482327285454546,1.1077367174211159e-4,1.8921299506545455,6.986132081233968e-4,1.8546661245172729,-0.009054388991062349,2.808364123389091,-0.011194669363031099,NA,NA,NA,24.5,NA,NA,NA,NA,0.8,16670
MAC Field Scanner Season 4 Range 15 Column 5,15,5,74.5,NA,NA,139,11.083333333333334,0.3624784547652,-0.0012866545902311065,2.191013351512667,0.011258638094620707,1.9468171660973332,-0.012172837948042702,3.7299578257873334,0.0010907564543662259,NA,NA,NA,24.5,NA,NA,NA,NA,0,24400
MAC Field Scanner Season 4 Range 15 Column 6,15,6,76,0.93925,70.5,187,11.083333333333334,0.39106699216066665,0.0010452454225022593,2.0566569944058335,-0.0024296664487192306,1.8623025859925,-0.008136276059718223,3.23702704317,-0.023450631305694483,NA,NA,NA,25,NA,NA,NA,NA,0.4,36430
MAC Field Scanner Season 4 Range 15 Column 7,15,7,77,NA,NA,198,11.083333333333334,0.42475023694333336,NA,1.9226787738,NA,1.6040351918755555,NA,2.445362197137778,NA,NA,NA,NA,25,NA,NA,NA,NA,0,28380
MAC Field Scanner Season 4 Range 15 Column 8,15,8,51.5,NA,NA,156,11.083333333333334,0.382660730013,-0.0014247004069115226,2.1369633415553846,0.011670527313004702,1.8411176900223076,-0.007232354194575627,3.422668144866923,0.004571916600697809,NA,NA,NA,23,NA,NA,NA,NA,0,22310
MAC Field Scanner Season 4 Range 15 Column 9,15,9,67,NA,NA,202,11.083333333333334,0.3942686796924167,7.556098949252184e-4,2.0272580593225,0.0013833376517869624,1.9250109010616667,-0.009391873665655848,3.3738243795625,-0.01719504025513667,NA,NA,NA,22.5,NA,NA,NA,NA,0,61030
MAC Field Scanner Season 4 Range 15 Column 10,15,10,83,NA,NA,158,15.5,0.40726826737272726,0.0029525660520912703,1.92259693873,-0.009820157020747618,1.9810781246154545,-0.02740573072576434,3.194931650548182,-0.07414095106449445,NA,NA,NA,28,NA,NA,NA,NA,0,5146
MAC Field Scanner Season 4 Range 15 Column 11,15,11,65,NA,NA,152,15.5,0.39985052262,0.0014350780670753327,2.0330489273958334,-0.003854898894187839,1.7527312702716666,-0.008385554371246386,2.965393451611667,-0.023998539324867927,NA,NA,NA,23,NA,NA,NA,NA,0,31880
MAC Field Scanner Season 4 Range 15 Column 12,15,12,72.5,NA,NA,203,11.083333333333334,0.3734636863786,NA,2.147917182848,NA,1.8997456361210001,NA,3.543066465174,NA,NA,NA,NA,22,NA,NA,NA,NA,0,31370
MAC Field Scanner Season 4 Range 15 Column 15,15,15,80,0.662625,53.666666666666664,159,15.5,0.3727604314488889,NA,2.111779423008889,NA,2.023155239182222,NA,3.808978430273333,NA,NA,NA,NA,24.5,NA,NA,NA,NA,0,15830
MAC Field Scanner Season 4 Range 16 Column 5,16,5,62.5,0.675125,43.5,284,4.083333333333333,0.4263203035532727,0.002218845101135985,1.862940917359091,-0.0065310516878292575,1.7615115393963636,-0.023842789096838273,2.618234941603636,-0.06082217982995236,4,0.20267175572520568,49.7,25.5,9.02,15.32,58.53333333333333,710,0.8,27770
MAC Field Scanner Season 4 Range 16 Column 7,16,7,70,NA,NA,150,15.5,0.4368728873424,NA,1.792340871121,NA,1.884089546454,NA,2.668248476951,NA,NA,NA,NA,23.5,NA,NA,NA,NA,0,14720
MAC Field Scanner Season 4 Range 16 Column 8,16,8,72.5,NA,NA,133,11.083333333333334,0.3824774128481,NA,2.074214324182,NA,2.1193122959390003,NA,3.959179434253,NA,NA,NA,NA,24.5,NA,NA,NA,NA,0,21800
MAC Field Scanner Season 4 Range 16 Column 11,16,11,63.5,NA,NA,124,11.083333333333334,0.4255481681041667,-0.0018830423281294437,1.8978899852741666,0.009255132804088096,1.6511990367891667,5.932679031656518e-4,2.3548619866333333,0.027945348999971975,NA,NA,NA,25.5,NA,NA,NA,NA,0,21200
MAC Field Scanner Season 4 Range 16 Column 12,16,12,75,NA,NA,147,11.083333333333334,0.364670677383,-3.395661291901984e-4,2.129787762841818,-5.526496278773915e-4,2.162866682631818,-0.0021236317984384924,4.1794220247390905,-0.0017139243308228003,NA,NA,NA,25,NA,NA,NA,NA,0,25860
MAC Field Scanner Season 4 Range 16 Column 14,16,14,68,NA,NA,155,11.083333333333334,0.37909382036718753,-0.0011538211599219765,2.08498294713625,0.005846895198262598,2.011839562963125,0.00471713630730247,3.70349715041625,0.027413279291845134,NA,NA,NA,25.5,NA,NA,NA,NA,0,30150
MAC Field Scanner Season 4 Range 16 Column 15,16,15,80.5,NA,NA,135,11.083333333333334,0.46035506030625,-3.596641045232585e-5,1.754496109309375,6.104226988759166e-4,1.5592903328456251,-0.01232761242966142,2.002632339889375,-0.017170765068851367,NA,NA,35.55,24,NA,NA,NA,NA,0,12860
MAC Field Scanner Season 4 Range 17 Column 2,17,2,68,NA,NA,107,11.083333333333334,0.4089870976007333,-8.504083576539265e-4,2.0433886507253334,0.008644475155869639,1.808889474114,-0.010054994395954033,3.2507050140273335,-0.001987765273370504,NA,NA,NA,30.5,NA,NA,NA,NA,0,5851
MAC Field Scanner Season 4 Range 17 Column 3,17,3,66.5,NA,NA,159,11.083333333333334,0.3887734619016923,-3.2197055376722776e-5,2.0036411490692307,0.002397169795835183,1.9947434310223078,-0.0059386605910825615,3.3472222931492306,-0.007263183256664427,NA,NA,NA,29.5,NA,NA,NA,NA,0,23660
MAC Field Scanner Season 4 Range 17 Column 5,17,5,67,NA,NA,227,4.083333333333333,0.3563608247143846,-4.7225038724531645e-4,2.2021509263576924,0.006933181996661269,2.1092239416307694,-0.010918244376149876,4.260275459514616,-0.012798477667445917,NA,NA,61.5,30,NA,NA,NA,NA,0,23570
MAC Field Scanner Season 4 Range 17 Column 7,17,7,71.5,NA,NA,157,11.083333333333334,0.3973183701335,-3.46588863581941e-5,2.003974748406667,0.0022293402155301903,1.8870265392858334,0.0014059099514921263,3.206858722663333,0.00982210928237348,NA,NA,NA,24.5,NA,NA,NA,NA,0,32720
MAC Field Scanner Season 4 Range 17 Column 10,17,10,75.5,NA,NA,135,11.083333333333334,0.4174444928044286,0.001438278527239609,1.9628360932192859,-0.0020187096818703614,1.8630584502707142,-0.026238708475649165,3.2113388401707144,-0.05496318767315834,NA,NA,NA,28,NA,NA,NA,NA,0,9096
MAC Field Scanner Season 4 Range 17 Column 11,17,11,63.5,NA,NA,157,15.5,0.4125390552478182,-3.227336983175504e-4,1.94116196404,0.003974467723863431,1.6758103847990908,-7.635109613446044e-4,2.5699532400036365,0.011009488035013676,NA,NA,NA,22,NA,NA,NA,NA,0,40800
MAC Field Scanner Season 4 Range 17 Column 12,17,12,70.5,0.610625,46,149,15.5,0.348489199628125,-0.0024397713538324398,2.3369967286306252,0.01619278954586863,1.873373571293125,-0.004718331874105901,3.98729868391,0.02786801179174921,NA,NA,36.25,24.5,NA,NA,NA,NA,0,23810
MAC Field Scanner Season 4 Range 17 Column 14,17,14,71.5,NA,NA,187,11.083333333333334,0.4250584764085714,0.004861031713906357,1.8809096926728572,-0.016872579206350016,1.9092163058464287,-0.03711599133458151,3.139035855494286,-0.1121439135422997,NA,NA,NA,23.5,NA,NA,NA,NA,0,23790
MAC Field Scanner Season 4 Range 18 Column 5,18,5,71,NA,NA,175,15.5,0.367837705032,-4.1685052114714987e-4,2.1690942008916667,0.009001219451170541,1.9976644297316666,-0.022427048005350142,3.8548207821475,-0.030991490499519866,NA,NA,NA,25,NA,NA,NA,NA,0,61020
MAC Field Scanner Season 4 Range 18 Column 6,18,6,58.5,NA,NA,161,11.083333333333334,0.3545090928437,NA,2.157375698307,NA,2.335260488569,NA,4.756002886745,NA,NA,NA,NA,25,NA,NA,NA,NA,0,17300
MAC Field Scanner Season 4 Range 18 Column 7,18,7,7,NA,NA,126,11.083333333333334,0.4579820395181875,-0.0023293407164170603,1.73744673153875,0.015249986929164627,1.842364620854375,-0.023817129851740754,2.172882731729375,-0.0142072238536044,NA,NA,NA,24,NA,NA,NA,NA,0,19500
MAC Field Scanner Season 4 Range 19 Column 2,19,2,69,NA,NA,99,24.5,0.3708572343643846,-0.0036437194926158194,2.1272113894484614,0.018303389907503034,2.2133257110915383,0.012826575630750308,4.469271688340769,0.11557616370716739,NA,NA,NA,27,NA,NA,NA,NA,0,12310
MAC Field Scanner Season 4 Range 19 Column 3,19,3,69.5,NA,NA,162,11.083333333333334,0.41480895086364283,4.0498401973731996e-4,1.9163589245992858,0.004494797298479123,1.794955621685857,-0.024599228239923082,2.658555023057143,-0.03973278196680292,NA,NA,NA,27,NA,NA,NA,NA,0,31890
MAC Field Scanner Season 4 Range 19 Column 5,19,5,66.5,NA,NA,145,15.5,0.3874833985980556,-0.0016376117464479618,2.0328553103594444,0.010953826168995357,1.9830576140761111,-0.009155445881875739,3.4471067258516666,0.005138915968253837,NA,NA,NA,26,NA,NA,NA,NA,0,25550
MAC Field Scanner Season 4 Range 19 Column 8,19,8,67,NA,NA,137,15.5,0.38950623957041175,-3.127733531723798e-4,2.0511856821858823,0.005219870128206148,1.8354885099388236,-0.014060228420154539,3.1169057939294116,-0.018602074695567,NA,NA,NA,26,NA,NA,NA,NA,0,21020
MAC Field Scanner Season 4 Range 19 Column 9,19,9,69,NA,NA,164,11.083333333333334,0.4101642319189286,0.002346920124578258,1.9436762858021428,-0.006385739582716162,1.9712438902407143,-0.016868119824864518,3.287366163185,-0.03936562494046287,NA,NA,NA,24.5,NA,NA,NA,NA,0,25990
MAC Field Scanner Season 4 Range 19 Column 10,19,10,76,NA,NA,243,4.083333333333333,0.36628593299727275,-8.918219376374117e-4,2.1083867602645454,0.0072737769534474825,2.2989368723863635,-0.0122652399539501,4.454364249703636,-0.0018590948298443663,NA,NA,43.6,28,NA,NA,NA,NA,0.6,17040
MAC Field Scanner Season 4 Range 19 Column 11,19,11,13,NA,NA,185,15.5,0.4099308526825333,-5.527501599385473e-4,1.9553548874966666,0.00716319018160199,1.7746045388673333,-0.008104147527888713,2.7982715812993333,0.0023436832246815768,NA,NA,NA,23.5,NA,NA,NA,NA,0,34880
MAC Field Scanner Season 4 Range 19 Column 14,19,14,71.5,NA,NA,203,11.083333333333334,0.40583020668375003,-4.4659773937415876e-4,1.9762109773058334,0.005670887121755542,1.9828753168441666,-0.002470257442597874,3.386219594054167,0.01207316729713771,NA,NA,NA,25.5,NA,NA,NA,NA,0,23380
MAC Field Scanner Season 4 Range 19 Column 15,19,15,71,NA,NA,216,11.083333333333334,0.40767213349938464,0.00273126803034529,1.9406055441207692,-0.008830484173732243,1.840775884413077,-0.030562119339236547,2.9770044716215383,-0.07453682390718702,NA,NA,NA,27,NA,NA,NA,NA,0,21960
MAC Field Scanner Season 4 Range 21 Column 2,21,2,66.5,NA,NA,106,24.5,0.3882195540568,-0.0018102054271218594,2.1005296645626665,0.012291810392453702,1.8944177904226667,-0.006842698897560767,3.57899958727,0.013098040678014566,NA,NA,NA,30.5,NA,NA,NA,NA,0,16230
MAC Field Scanner Season 4 Range 21 Column 4,21,4,62.5,NA,NA,165,15.5,0.4252539351166,-0.003857128364682556,1.9328404796166667,0.024034687813768364,1.6980684677806666,-0.014446283674142649,2.5238600783846667,0.022929750020844696,NA,NA,NA,32.5,NA,NA,NA,NA,0.6,22270
